quote_id;Insurer_A_price;Insurer_B_price;Insurer_C_price;Insurer_D_price;Insurer_E_price;Insurer_F_price;Insurer_G_price;Insurer_H_price;Insurer_I_price;Insurer_J_price;Insurer_K_price
631174;40.29;48.1;46.48;39.97;69.06;42.42;36.47;50.14;45.26;56.05;61.31
631175;47.39;56.12;44.97;65.49;52.57;50.98;50.55;46.6;51.62;56.54;54.81
631176;48.57;56.78;56.23;62.41;44.56;66.11;57.82;66.68;65.07;70.56;66.02
631177;115.36;153.19;149.58;128.33;165.99;158.11;101.64;124.06;101.67;198.39;171.58
631178;54.4;68.2;70.67;56.6;76.93;64.71;70.35;79.54;57.78;58.5;72.96
631179;53.35;67.6;51.6;76.09;55.01;52.68;61.27;67.46;58.37;62.37;63.76
631180;62.69;93.44;87.84;80.48;71.39;77.68;88.67;79.13;94.05;95.06;76.92
631181;69.94;90.82;70.86;99.05;106.96;68.87;102.12;166.14;127.39;68.77;94.98
631182;38.69;45.62;41.4;50.77;60.4;39.8;43.82;119.58;72.3;75.63;84.69
631183;51.19;69.24;62.35;65.84;68.31;54.76;61.56;160.54;55.56;69.01;66.66
631184;61.53;79.24;74.2;82.79;114.64;85.7;80.36;113.27;79.77;111.83;133.93
631185;32.33;35.72;28.95;25.39;46.47;27.52;30.19;-15.3;39.43;43.38;36.2
631186;15.54;21.89;22.07;21.88;38.4;18.36;27.18;44.23;48.09;43.86;41.32
631187;29.02;33.3;28.49;22.63;41.96;26.62;28.45;-15.7;39.85;40.71;31.73
631188;74.56;105.43;99.29;99.14;120.15;98.37;112.57;134.05;89.79;83.21;135.88
631189;74.2;90.78;74.47;55.16;103.12;88.32;70.32;57.76;57.92;108.29;109.47
631190;103.08;138.83;116.61;173.66;143.11;114.49;123.13;212.87;125.36;157.78;120.96
631191;222.97;367.38;231.98;256.43;383.34;150.73;296.05;422.3;251.32;519.37;516.64
631192;107.05;103.71;132.74;85.75;155.11;92.52;73.2;154.16;110.45;89.05;88.79
631193;73.89;84.11;79.34;91.61;159.73;70.25;67.56;24.9;118.91;95.69;142.9
631194;27.59;33.16;32.26;31.46;44.72;29.18;31.15;15.31;49.55;44.91;49.31
631195;37.38;45.77;55.0;44.45;6.06;54.99;49.97;52.42;53.97;41.87;71.22
631196;15.54;21.89;22.07;21.88;38.4;18.36;27.18;44.23;48.15;43.91;41.32
631197;222.97;367.38;231.98;256.43;383.34;150.73;296.05;422.3;251.32;519.37;516.64
631198;43.53;49.11;49.36;63.43;66.87;50.01;52.17;57.54;85.0;60.69;74.44
631199;887.12;375.02;330.45;302.62;546.05;375.4;231.58;367.91;394.37;417.64;367.74
631200;25.22;32.6;29.51;38.16;35.3;30.23;29.99;2.02;62.56;41.95;31.12
631201;39.42;49.79;46.68;61.09;59.31;45.55;51.5;127.67;51.92;59.09;53.14
631202;72.26;78.29;89.25;71.9;119.6;71.0;73.27;102.04;94.52;98.24;108.49
631203;122.6;142.9;138.69;127.47;91.34;116.41;108.2;132.23;128.51;201.38;137.64
631204;43.53;49.11;49.36;63.43;66.87;50.01;52.17;57.54;85.0;60.69;74.44
631205;45.0;49.04;48.74;62.95;68.47;49.5;51.83;57.54;83.26;60.52;75.43
631206;97.84;110.97;121.54;107.82;101.2;119.23;110.27;178.33;152.6;107.22;164.24
631207;32.33;35.72;28.95;25.39;46.47;27.52;30.19;-15.3;39.43;43.38;36.2
631208;40.66;46.76;41.27;41.6;68.57;40.87;37.75;79.63;49.35;72.55;79.79
631209;60.84;68.04;73.06;71.62;79.53;61.49;66.75;103.1;84.84;67.33;102.79
631210;51.72;69.32;67.28;58.42;92.45;56.23;60.82;73.86;77.69;87.38;79.94
631211;45.0;49.04;48.74;62.95;68.47;49.5;51.83;57.54;83.26;60.52;75.43
631212;46.12;49.62;49.02;67.01;69.46;49.62;52.48;54.6;86.2;62.6;77.23
631213;44.91;65.48;64.35;53.75;40.91;61.63;57.13;63.55;58.83;56.3;71.98
631214;45.8;48.74;44.22;45.58;76.05;41.78;39.6;89.96;50.46;78.64;82.59
631215;43.53;49.11;49.36;63.43;66.87;50.01;52.17;57.54;85.0;60.69;74.44
631216;60.84;68.04;73.06;71.62;79.53;61.49;66.75;103.1;84.84;67.33;102.79
631217;61.1;77.34;68.77;67.2;62.11;67.77;80.69;72.63;67.24;90.66;83.91
631218;36.99;33.84;34.06;31.49;42.95;30.12;24.71;-18.87;32.09;38.74;33.52
631219;82.47;100.45;104.85;94.54;100.83;87.31;110.45;190.33;130.11;125.01;107.39
631220;18.67;22.96;22.92;20.61;31.8;21.63;21.22;18.21;34.52;32.87;17.3
631221;56.33;56.71;64.86;70.5;89.34;62.02;63.16;123.89;65.47;77.24;73.63
631222;55.15;61.91;58.84;75.43;68.24;60.72;65.46;117.86;65.23;69.01;66.97
631223;34.69;33.29;40.55;33.04;55.77;32.52;26.87;44.56;38.54;41.33;44.21
631224;43.8;55.25;52.87;54.25;74.52;49.33;54.65;85.71;68.61;59.96;74.64
631225;51.18;70.63;71.41;60.09;93.58;56.37;62.23;72.74;78.3;92.97;82.34
631226;46.17;56.88;54.47;56.16;31.19;50.38;55.57;60.83;55.29;63.49;56.77
631227;83.64;98.17;102.87;91.08;86.19;83.24;107.22;212.35;117.11;127.79;100.74
631228;18.67;22.96;22.92;20.61;31.8;21.63;21.22;18.21;34.52;32.87;17.3
631229;244.0;362.87;408.57;300.03;385.22;314.87;312.42;362.4;343.15;335.58;313.74
631230;41.63;53.65;53.47;46.83;63.38;48.18;48.51;48.34;62.48;45.34;56.17
631231;35.54;44.03;43.72;39.72;-0.05;45.92;40.64;29.13;44.77;44.31;34.44
631232;96.0;104.31;99.46;102.82;96.61;89.92;94.46;183.69;86.23;101.49;80.41
631233;141.48;163.48;187.12;172.59;236.12;171.75;166.24;326.74;254.02;182.21;255.54
631234;87.81;85.78;93.38;120.62;99.59;76.16;88.18;155.01;82.96;110.11;98.51
631235;42.1;51.31;52.03;52.2;55.63;48.56;55.07;85.69;40.91;62.84;53.22
631236;35.42;46.06;48.87;51.32;69.34;43.54;44.65;26.15;52.81;44.73;73.47
631237;63.87;64.66;83.5;82.18;127.34;87.82;63.97;98.83;74.9;77.45;80.22
631238;108.1;170.69;132.46;135.84;85.2;128.44;115.74;135.35;143.27;186.51;149.71
631239;161.67;204.66;230.22;165.4;230.69;149.6;166.83;262.75;149.28;249.36;183.12
631240;150.92;196.68;196.09;170.42;190.96;144.27;185.49;262.21;189.05;259.48;225.84
631241;52.34;65.47;70.97;71.17;127.28;74.7;72.4;145.96;150.46;73.06;109.11
631242;59.88;73.44;75.34;83.84;77.5;76.36;76.94;153.68;76.59;92.28;61.25
631243;68.58;96.52;88.22;95.3;86.95;76.22;68.94;10.37;157.42;129.5;124.62
631244;45.8;48.74;44.22;45.58;76.05;41.78;39.6;89.96;50.46;78.64;82.59
631245;55.81;70.74;75.53;78.55;87.46;60.09;77.34;174.53;67.23;71.6;80.66
631246;82.67;47.52;75.87;65.92;52.58;51.82;50.18;37.76;53.26;58.1;49.07
631247;54.55;62.57;58.0;76.81;77.33;61.12;66.04;73.0;97.01;70.73;97.2
631248;55.21;57.38;77.86;68.59;104.02;80.12;59.66;84.3;77.32;69.34;70.64
631249;80.89;48.36;74.68;65.83;51.12;51.69;50.61;37.94;52.26;59.05;52.82
631250;54.24;48.24;62.86;43.07;86.5;51.39;37.24;55.27;66.36;48.79;59.96
631251;57.47;76.59;79.05;78.09;97.33;67.84;78.64;102.57;84.12;75.82;146.84
631252;56.03;86.8;69.59;83.0;80.18;75.2;89.11;117.38;99.62;78.56;117.08
631253;83.53;103.26;98.92;116.61;124.79;109.09;115.32;151.64;100.07;97.79;159.13
631254;73.47;88.54;81.95;94.98;116.23;80.37;81.09;62.2;152.74;113.64;134.29
631255;56.03;86.8;69.59;83.0;80.18;75.2;89.11;117.38;99.62;78.56;117.08
631256;33.66;31.9;40.42;33.56;42.47;40.13;27.5;20.08;31.92;41.06;37.42
631257;61.73;83.51;58.35;50.75;89.41;75.42;79.1;53.54;36.73;101.33;108.71
631258;95.63;127.64;122.74;105.57;133.0;106.47;124.84;145.97;121.95;109.32;129.73
631259;61.89;66.09;74.86;64.52;49.74;64.52;55.79;82.9;61.27;80.59;79.46
631260;38.77;76.76;97.8;102.7;113.92;76.93;79.55;82.46;300.52;87.67;146.22
631261;108.35;149.46;138.72;116.99;147.91;117.39;156.06;204.37;131.75;117.22;140.92
631262;55.89;58.48;60.36;66.57;96.49;70.54;62.53;68.75;65.21;67.36;78.45
631263;63.84;71.55;77.36;65.31;63.83;63.64;59.73;87.0;60.56;98.4;89.14
631264;67.53;86.81;65.76;85.67;50.76;59.54;76.82;124.57;76.2;195.63;100.38
631265;14.42;28.45;24.5;24.68;32.78;20.07;22.18;-14.74;43.65;31.66;22.66
631266;63.84;71.55;77.36;65.31;63.83;63.64;59.73;87.0;60.56;98.4;89.14
631267;65.07;75.73;76.03;90.19;98.61;84.01;87.29;88.35;91.02;132.26;110.15
631268;49.75;62.88;51.06;56.76;66.63;50.35;56.76;66.9;76.79;74.31;90.53
631269;110.5;121.37;122.5;160.74;132.72;106.52;127.64;190.87;115.87;127.03;130.76
631270;245.6;342.56;376.87;294.38;369.34;316.03;296.12;359.99;345.08;313.67;312.02
631271;148.62;182.25;227.61;196.17;250.88;177.45;140.22;172.5;394.48;198.46;336.31
631272;49.14;61.46;57.4;58.19;33.28;53.17;60.2;59.41;58.13;69.37;60.24
631273;244.0;362.87;408.57;300.03;385.22;314.87;312.42;362.4;343.15;335.58;313.74
631274;96.0;104.31;99.46;102.82;96.61;89.92;94.46;183.69;86.23;101.49;80.41
631275;63.84;71.55;77.36;65.31;63.83;63.64;59.73;87.0;60.56;98.4;89.14
631276;128.12;183.65;189.66;197.14;224.73;140.68;116.01;111.43;197.59;186.99;222.49
631277;96.45;103.64;98.58;102.55;98.1;88.03;92.12;177.84;82.71;99.47;80.63
631278;85.61;115.02;118.93;112.02;134.61;100.83;105.94;266.45;129.84;138.4;116.51
631279;31.66;33.06;32.59;24.54;42.08;35.21;33.86;35.86;41.88;40.08;37.32
631280;96.51;101.58;98.11;102.08;96.31;87.54;91.05;178.15;81.36;98.82;80.71
631281;67.53;86.81;65.76;85.67;50.76;59.54;76.82;124.57;76.2;195.63;100.38
631282;88.02;116.52;118.98;112.57;111.59;100.54;106.62;263.76;130.51;140.96;122.0
631283;87.54;88.73;95.98;85.38;112.06;85.06;76.17;90.31;78.14;101.95;91.5
631284;85.17;89.53;89.96;98.55;83.55;82.89;83.64;172.13;77.87;85.4;69.98
631285;87.55;84.46;94.04;81.79;111.8;82.87;71.93;89.2;73.11;103.12;94.43
631286;389.11;317.24;364.16;288.61;310.75;270.94;212.22;306.82;347.35;321.95;266.87
631287;33.56;36.68;41.89;35.71;50.85;37.71;28.62;29.24;46.2;52.37;47.75
631288;244.22;358.66;397.93;302.58;356.63;306.77;320.6;379.36;341.54;316.3;313.99
631289;41.34;47.14;46.88;41.22;53.57;43.12;39.0;54.06;55.64;52.54;62.62
631290;85.08;128.52;122.36;114.16;110.78;111.1;135.71;180.55;137.0;119.27;194.92
631291;68.21;95.89;126.15;67.58;124.11;78.78;73.73;115.92;79.69;86.61;82.21
631292;94.87;96.39;91.35;97.85;95.17;83.02;87.3;177.49;77.44;100.77;79.41
631293;83.15;88.45;104.46;61.92;105.95;81.88;73.63;113.65;66.88;80.6;116.56
631294;99.92;96.34;97.93;85.17;125.06;85.39;78.26;94.16;77.41;122.0;100.43
631295;175.38;284.68;183.7;212.73;227.99;131.63;205.78;257.73;144.59;472.18;205.07
631296;14.42;28.45;24.5;24.68;32.78;20.07;22.18;-14.74;43.65;31.66;22.66
631297;43.93;47.51;61.61;54.22;68.51;58.37;49.89;55.22;70.04;46.65;72.64
631298;64.32;68.37;90.29;76.99;114.34;86.12;65.24;110.25;93.3;72.64;86.39
631299;57.35;83.61;66.96;66.23;73.2;71.03;77.05;113.49;71.72;87.96;81.78
631300;27.36;30.47;31.72;24.35;37.08;30.99;26.18;8.29;37.66;48.35;35.84
631301;79.17;156.0;88.33;117.01;69.96;78.94;98.09;88.8;80.74;177.47;93.68
631302;45.46;56.85;54.33;56.5;72.33;50.63;57.01;87.12;74.23;60.55;51.63
631303;36.14;47.3;40.61;43.97;46.11;43.78;40.98;41.27;54.02;49.19;54.49
631304;21.0;30.86;27.95;43.49;44.14;29.3;31.8;78.12;55.29;47.59;49.1
631305;32.26;36.36;41.69;35.18;46.71;37.22;28.48;26.92;46.6;51.15;37.38
631306;46.35;65.4;48.58;47.92;57.45;46.69;51.34;100.99;51.83;67.43;70.37
631307;71.89;93.73;88.2;76.81;109.31;84.09;83.91;132.61;79.99;97.27;89.61
631308;42.51;47.79;47.28;55.46;53.33;46.47;52.57;106.4;42.15;60.49;54.48
631309;76.25;118.11;88.36;121.45;129.97;97.74;133.12;197.71;136.6;93.23;95.02
631310;58.75;67.62;75.18;79.04;85.54;64.94;74.53;137.83;68.92;72.29;64.9
631311;71.17;93.52;88.73;75.7;107.75;83.89;83.77;132.72;79.75;96.35;89.73
631312;49.72;54.09;51.28;56.17;61.27;50.53;49.52;102.58;43.83;59.95;52.21
631313;159.42;183.33;216.3;270.13;256.99;156.53;148.37;232.89;267.3;208.09;301.8
631314;64.21;79.01;83.33;84.49;92.36;71.54;82.0;142.52;73.12;79.12;67.37
631315;85.08;128.52;122.36;114.16;110.78;111.1;135.71;180.55;137.0;119.27;194.92
631316;523.49;454.47;471.1;394.7;498.77;360.15;250.0;358.7;467.39;447.6;469.02
631317;39.27;33.87;48.18;35.95;59.68;36.53;35.32;97.51;33.99;44.62;49.85
631318;28.24;45.55;44.87;50.09;50.12;38.68;41.23;43.02;42.54;55.47;45.58
631319;520.25;580.21;528.84;441.3;517.81;419.32;262.65;358.7;521.53;509.47;468.99
631320;156.3;186.72;211.57;245.27;233.61;147.08;148.85;223.98;250.6;191.4;232.32
631321;156.3;186.72;211.57;245.27;233.61;147.08;148.85;223.98;250.6;191.4;232.32
631322;63.86;89.9;65.02;100.08;83.03;63.4;80.87;119.22;75.3;82.46;67.28
631323;52.13;62.29;59.92;75.98;68.03;58.28;64.53;101.1;59.14;71.1;73.75
631324;65.33;68.47;89.21;77.72;114.06;85.47;64.53;108.87;94.03;68.89;87.51
631325;14.6;28.22;23.94;25.08;35.82;19.7;22.06;-13.6;44.97;32.59;17.84
631326;39.87;44.52;47.18;51.02;64.58;41.99;31.51;-17.22;97.95;69.34;71.48
631327;85.08;128.52;122.36;114.16;110.78;111.1;135.71;180.55;137.0;119.27;194.92
631328;45.46;56.85;54.33;56.5;72.33;50.63;57.01;87.12;74.23;60.55;51.63
631329;33.97;48.85;42.93;45.99;42.7;41.98;39.83;-14.95;60.29;58.69;67.45
631330;66.21;86.31;85.1;73.63;100.34;77.46;74.55;73.9;80.39;90.31;86.04
631331;52.85;66.17;64.4;85.33;88.03;57.65;66.44;90.47;62.79;75.36;70.34
631332;61.21;81.18;67.96;71.0;34.46;79.25;85.27;110.45;69.59;73.22;84.73
631333;67.74;87.9;78.75;84.48;74.28;84.66;76.22;78.84;88.51;93.22;99.19
631334;112.6;154.57;185.31;128.44;174.54;129.8;132.29;291.09;113.41;123.72;180.43
631335;112.38;172.19;173.94;128.79;171.72;124.37;95.89;223.89;141.82;117.53;164.53
631336;112.38;172.19;173.94;128.79;171.72;124.37;95.89;223.89;141.82;117.53;164.53
631337;109.57;179.32;184.63;129.79;164.46;133.4;136.74;288.01;116.38;131.0;180.36
631338;63.51;73.11;74.44;75.64;110.28;81.26;72.8;75.15;74.24;82.51;96.95
631339;86.94;169.16;100.33;147.76;101.69;91.52;101.1;97.22;103.96;207.84;122.03
631340;33.07;36.8;29.82;44.2;46.82;35.45;37.26;76.71;36.08;41.81;46.0
631341;67.53;86.81;65.76;85.67;50.76;59.54;76.82;124.57;76.2;195.63;100.38
631342;51.99;76.45;57.68;72.49;53.98;52.37;69.64;144.23;55.57;77.89;59.1
631343;61.83;73.96;73.67;78.34;94.55;81.51;72.77;76.91;98.6;82.43;91.65
631344;39.87;44.52;47.18;51.02;64.58;41.99;31.51;-17.22;97.95;69.34;71.48
631345;64.78;78.77;76.32;77.12;103.65;83.89;85.75;88.72;85.13;124.58;89.46
631346;41.56;54.68;59.93;58.83;43.94;60.37;51.78;58.49;64.22;64.72;71.82
631347;84.48;155.69;117.99;110.37;146.55;110.2;103.5;137.23;97.85;96.49;137.02
631348;45.99;52.51;46.87;55.93;51.57;45.56;42.44;24.69;72.11;57.68;47.01
631349;41.9;54.66;59.82;58.83;44.43;60.37;51.78;58.49;64.31;64.74;71.82
631350;86.86;151.06;122.43;134.37;115.01;108.65;163.8;228.95;108.48;130.78;113.6
631351;52.33;49.31;52.99;41.27;70.58;43.49;41.99;38.42;41.73;49.76;57.82
631352;15.8;25.01;22.03;24.73;28.55;23.97;22.42;29.77;40.45;32.8;33.38
631353;25.95;31.15;24.82;38.45;39.6;31.41;32.09;68.27;32.94;33.96;39.19
631354;56.18;48.89;54.45;41.12;63.8;41.97;40.17;37.67;39.66;52.62;58.92
631355;59.55;67.95;83.52;62.84;68.38;72.66;61.63;82.21;75.22;79.65;88.81
631356;25.88;25.96;26.0;29.11;33.76;27.4;26.24;35.64;31.18;32.03;49.39
631357;57.65;50.07;56.23;43.93;68.24;44.83;42.36;41.16;41.23;52.28;60.22
631358;66.21;86.31;85.1;73.63;100.34;77.46;74.55;73.9;80.39;90.31;86.04
631359;126.14;191.11;167.29;177.48;127.2;150.51;157.96;201.63;163.23;150.38;192.6
631360;14.6;28.22;23.94;25.08;35.82;19.7;22.06;-13.6;44.97;32.59;17.84
631361;28.16;33.81;33.43;28.42;35.6;25.82;26.05;33.26;50.43;35.77;32.55
631362;28.24;45.55;44.87;50.09;50.12;38.68;41.23;43.02;42.54;55.47;45.58
631363;59.31;71.58;62.48;82.74;75.0;56.55;82.27;181.95;55.95;68.57;63.43
631364;121.29;160.36;122.11;115.98;163.45;116.12;150.49;197.03;135.57;146.36;121.77
631365;39.1;57.55;53.17;65.07;56.32;51.11;57.74;143.41;46.97;68.77;47.46
631366;72.14;100.95;83.84;108.8;104.37;82.63;91.21;108.02;144.67;89.57;117.42
631367;22.98;29.88;26.44;41.06;37.92;30.52;32.24;66.9;35.11;32.39;39.43
631368;336.04;417.62;450.84;412.32;522.4;353.57;255.79;327.99;505.98;489.79;349.94
631369;51.7;70.37;67.77;70.91;89.96;59.44;68.04;67.87;69.09;75.15;80.67
631370;26.99;27.51;37.79;28.27;42.95;31.44;28.73;48.26;19.27;38.7;54.51
631371;72.14;100.95;83.84;108.8;104.37;82.63;91.21;108.02;144.67;89.57;117.42
631372;164.81;229.3;223.6;194.91;192.14;129.62;129.38;213.92;226.09;193.59;162.77
631373;67.53;86.81;65.76;85.67;50.76;59.54;76.82;124.57;76.2;195.63;100.38
631374;26.08;37.99;37.47;33.09;48.06;36.95;36.1;27.81;42.82;39.96;47.55
631375;51.3;69.98;68.58;70.61;90.3;59.63;67.64;67.87;69.78;72.4;79.84
631376;164.81;229.3;223.6;194.91;192.14;129.62;129.38;213.92;226.09;193.59;162.77
631377;36.93;50.42;47.29;45.46;62.73;50.98;50.33;47.36;48.55;50.78;47.68
631378;98.52;125.13;87.72;82.7;160.22;106.27;131.93;181.92;123.38;204.44;104.64
631379;41.9;54.66;59.82;58.83;44.43;60.37;51.78;58.49;64.31;64.74;71.82
631380;118.47;168.45;164.99;164.28;151.78;112.07;102.61;150.98;196.22;171.98;173.82
631381;164.63;229.55;224.7;189.08;193.64;129.99;129.31;226.2;225.82;189.36;203.44
631382;36.94;51.11;49.39;45.19;75.39;50.62;48.19;49.94;47.68;55.52;47.75
631383;55.07;76.93;63.61;79.64;108.75;59.91;65.01;31.53;112.12;117.15;106.62
631384;28.16;33.81;33.43;28.42;35.6;25.82;26.05;33.26;50.43;35.77;32.55
631385;146.48;186.69;211.63;243.28;224.33;133.89;117.5;118.57;174.16;305.77;224.78
631386;40.89;41.71;44.05;39.25;46.86;44.18;44.81;51.09;51.0;45.49;64.64
631387;42.92;50.66;47.02;50.88;69.82;45.11;35.23;-25.51;114.42;76.8;77.64
631388;140.5;185.97;208.99;236.99;222.52;134.04;117.4;120.35;175.39;303.63;223.36
631389;40.54;41.97;43.52;39.25;45.79;44.25;44.81;51.09;52.48;45.29;64.64
631390;59.18;69.12;83.57;63.37;108.21;76.69;62.56;90.09;76.18;80.9;90.3
631391;59.55;67.95;83.52;62.84;68.38;72.66;61.63;82.21;75.22;79.65;88.81
631392;67.53;86.81;65.76;85.67;50.76;59.54;76.82;124.57;76.2;195.63;100.38
631393;67.53;86.81;65.76;85.67;50.76;59.54;76.82;124.57;76.2;195.63;100.38
631394;69.51;102.91;93.59;110.53;106.82;90.2;96.33;159.09;106.79;135.67;90.9
631395;28.16;33.81;33.43;28.42;35.6;25.82;26.05;33.26;50.43;35.77;32.55
631396;121.29;160.36;122.11;115.98;163.45;116.12;150.49;197.03;135.57;146.36;121.77
631397;51.48;68.01;62.22;70.98;75.51;57.86;56.53;51.33;57.48;73.48;73.74
631398;51.76;77.53;67.14;67.05;63.28;70.51;71.61;79.67;63.36;85.51;67.08
631399;67.53;86.81;65.76;85.67;50.76;59.54;76.82;124.57;76.2;195.63;100.38
631400;54.94;77.55;63.57;76.33;102.99;59.23;63.56;28.5;108.53;115.28;105.45
631401;30.76;34.73;31.73;28.15;44.11;35.81;29.72;17.37;35.32;44.71;34.05
631402;48.3;50.88;69.62;53.75;89.38;50.05;47.19;87.33;73.93;57.7;71.32
631403;67.53;86.81;65.76;85.67;50.76;59.54;76.82;124.57;76.2;195.63;100.38
631404;28.93;40.59;36.8;41.57;63.31;32.69;37.56;8.05;54.21;51.23;51.1
631405;17.41;23.51;23.66;28.17;30.81;25.17;21.97;32.21;40.94;33.86;33.98
631406;67.53;86.81;65.76;85.67;50.76;59.54;76.82;124.57;76.2;195.63;100.38
631407;53.12;64.99;67.48;69.1;78.57;59.49;59.13;80.36;66.0;74.87;81.73
631408;41.9;54.66;59.82;58.83;44.43;60.37;51.78;58.49;64.31;64.74;71.82
631409;52.08;64.94;66.12;68.06;76.43;60.07;59.28;79.5;65.05;74.87;81.33
631410;74.36;84.67;70.43;88.66;80.65;64.97;85.08;136.82;115.29;82.41;127.39
631411;163.92;297.71;202.58;189.29;257.52;188.63;208.35;299.33;222.32;202.52;229.19
631412;117.85;148.58;122.6;126.17;150.01;111.24;136.19;166.31;166.85;228.92;239.46
631413;199.41;65.34;164.01;72.48;50.72;66.07;80.77;121.12;101.09;84.78;107.68
631414;38.1;54.32;49.75;47.44;56.44;41.99;45.47;35.1;44.21;55.23;54.52
631415;42.51;47.79;47.28;55.46;53.33;46.47;52.57;106.4;42.15;60.49;54.48
631416;96.52;118.55;113.4;100.98;136.8;104.2;93.33;98.59;102.04;94.18;119.48
631417;94.42;168.1;129.95;116.68;116.26;107.58;167.56;240.42;121.55;151.29;137.84
631418;49.82;66.58;78.26;59.84;49.25;69.66;64.3;79.07;64.98;65.92;75.64
631419;76.57;85.0;63.55;82.08;80.96;70.49;84.44;185.25;67.87;90.1;63.67
631420;68.04;95.99;126.08;67.58;124.11;76.88;73.5;115.92;81.91;87.21;82.21
631421;54.37;65.75;66.31;67.31;90.2;68.03;65.9;66.65;87.02;66.99;56.47
631422;54.49;67.27;68.08;68.2;89.65;69.42;67.03;67.1;90.44;68.33;57.07
631423;61.08;81.65;59.49;97.64;80.87;57.63;78.53;123.38;124.75;100.78;122.4
631424;49.82;66.58;78.26;59.84;49.25;69.66;64.3;79.07;64.98;65.92;75.64
631425;69.32;78.69;76.07;64.43;91.59;63.73;68.8;101.15;66.65;112.9;93.31
631426;64.21;94.8;63.31;79.39;105.76;69.44;81.19;60.84;126.81;102.22;125.76
631427;49.48;65.4;56.95;51.12;60.46;57.7;53.36;63.41;31.23;51.26;83.84
631428;122.01;202.43;183.28;163.25;247.14;170.21;199.3;339.03;172.35;172.13;214.17
631429;59.31;71.58;62.48;82.74;75.0;56.55;82.27;181.95;55.95;68.57;63.43
631430;79.84;116.29;92.64;83.82;69.37;92.0;105.37;125.69;94.54;123.9;118.97
631431;38.8;56.36;56.45;49.93;72.52;55.14;58.63;78.2;50.95;54.77;73.81
631432;134.39;209.78;142.83;148.55;137.43;138.53;186.24;198.28;164.13;168.23;154.15
631433;67.37;81.93;77.16;73.26;64.57;74.1;80.99;92.98;81.03;81.12;109.4
631434;66.56;80.99;75.7;71.54;64.32;73.2;79.87;92.7;79.15;79.77;107.61
631435;54.37;65.75;66.31;67.31;90.2;68.03;65.9;66.65;87.02;66.99;56.47
631436;46.48;56.71;53.74;64.24;74.71;46.39;54.48;102.88;61.14;68.64;90.25
631437;28.09;49.16;49.62;42.96;91.04;48.93;52.89;74.93;50.62;51.65;68.83
631438;35.37;46.83;45.15;41.16;39.47;51.24;47.34;61.44;64.45;41.44;55.65
631439;33.16;35.08;34.15;53.83;47.56;42.88;29.65;-4.47;95.24;52.03;49.1
631440;43.89;42.61;42.62;39.99;54.71;39.82;40.77;85.36;46.13;56.75;49.92
631441;59.9;76.08;76.24;89.38;81.5;63.78;67.97;113.31;75.12;82.27;63.5
631442;59.55;67.95;83.52;62.84;68.38;72.66;61.63;82.21;75.22;79.65;88.81
631443;55.03;70.35;60.27;62.44;37.31;68.93;73.25;100.78;74.56;72.75;77.71
631444;28.09;49.16;49.62;42.96;91.04;48.93;52.89;74.93;50.62;51.65;68.83
631445;39.18;55.59;56.39;58.93;71.21;61.69;54.56;50.29;68.76;56.6;78.11
631446;58.79;67.35;66.23;64.66;54.8;72.09;66.71;73.65;75.39;78.64;61.29
631447;49.28;65.32;62.9;75.45;75.42;52.02;54.85;9.21;107.23;117.73;114.36
631448;58.27;62.03;65.34;60.47;76.63;61.55;63.84;85.6;61.54;80.19;80.97
631449;59.26;68.9;78.75;81.28;82.37;68.94;62.83;44.76;78.62;64.68;93.44
631450;49.72;62.85;59.56;59.51;85.88;63.95;66.89;71.2;63.79;56.33;64.1
631451;79.96;102.31;102.41;109.87;84.51;82.34;88.87;175.17;93.65;109.05;73.66
631452;59.31;71.58;62.48;82.74;75.0;56.55;82.27;181.95;55.95;68.57;63.43
631453;58.27;62.03;65.34;60.47;76.63;61.55;63.84;85.6;61.54;80.19;80.97
631454;59.55;67.95;83.52;62.84;68.38;72.66;61.63;82.21;75.22;79.65;88.81
631455;59.19;69.25;78.6;86.58;86.36;69.18;62.78;44.52;82.82;68.99;97.19
631456;131.54;199.79;124.44;139.73;259.17;111.43;174.95;255.17;135.61;355.95;222.73
631457;46.79;60.41;50.86;49.45;72.09;53.53;45.23;61.11;74.26;67.39;68.49
631458;75.74;97.15;79.25;79.23;100.26;72.83;80.23;59.72;211.1;84.39;97.2
631459;132.04;200.54;126.12;150.98;274.62;116.35;182.98;256.19;137.14;379.77;230.49
631460;218.21;292.07;314.84;291.86;345.1;228.34;255.14;309.7;269.71;408.04;335.09
631461;137.35;179.17;175.55;207.28;138.57;183.95;102.44;195.97;181.13;306.98;224.13
631462;248.62;438.32;274.99;221.36;343.64;176.15;315.32;359.04;194.65;506.67;347.05
631463;33.16;35.08;34.15;53.83;47.56;42.88;29.65;-4.47;95.24;52.03;49.1
631464;47.68;57.63;59.38;81.0;69.29;51.71;73.5;196.41;52.75;74.56;62.13
631465;84.34;97.09;105.95;98.28;126.11;80.85;62.22;79.03;115.11;153.2;109.9
631466;86.71;94.96;110.76;100.38;133.22;83.73;63.01;78.64;118.52;154.89;116.59
631467;31.23;40.83;33.9;37.04;35.4;32.73;33.87;12.31;43.12;44.04;31.49
631468;70.29;81.76;80.66;86.66;95.87;67.7;86.88;194.88;73.3;95.13;80.98
